edges_version;edge_disallow;edge_from;edge_id;edge_numLanes;edge_priority;edge_shape;edge_speed;edge_to;edge_type;lane_index;param_key;param_value
1.9;tram rail_urban rail rail_electric rail_fast ship;263152682;179129154#0;1;10;3644.73,3296.13 3643.04,3317.01 3667.11,3601.70 3667.62,3607.79 3669.60,3616.83 3674.12,3625.71 3679.99,3631.81 3687.07,3636.51 3694.45,3640.36 3875.84,3694.16 3900.92,3701.59 3915.62,3708.25 3930.26,3716.67 4042.66,3852.12 4069.42,3875.98;22.22;1698688817;highway.tertiary;0;origId;179129154
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_264191653_7485257256;179129155#1;1;10;3341.62,3328.70 3341.87,3326.37 3358.77,3242.37 3359.16,3240.35;11.11;7487905117;highway.tertiary;0;origId;179129155
1.9;tram rail_urban rail rail_electric rail_fast ship;7487905117;179129155#2;1;10;3359.16,3240.35 3378.07,3110.58 3389.98,3034.64 3391.89,3011.60 3393.09,3005.08 3409.07,2973.59;11.11;3633415027;highway.tertiary;0;origId;179129155
1.9;tram rail_urban rail rail_electric rail_fast ship;3633415027;179129155#4;1;10;3409.07,2973.59 3425.18,2941.85 3439.90,2915.94;11.11;2629764018;highway.tertiary;0;origId;179129155
1.9;tram rail_urban rail rail_electric rail_fast ship;2629764018;179129155#5;1;10;3439.90,2915.94 3467.15,2859.60 3471.19,2849.81 3481.90,2823.92;11.11;7601422315;highway.tertiary;0;origId;179129155
1.9;tram rail_urban rail rail_electric rail_fast ship;7601422315;179129155#7;1;10;3481.90,2823.92 3536.03,2693.06 3545.90,2668.94;11.11;264191657;highway.tertiary;0;origId;179129155
1.9;tram rail_urban rail rail_electric rail_fast ship;2387016574;230171936;1;3;;13.89;2387016575;highway.residential;0;origId;230171936
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389189938_7485275175;230411357#0;1;3;3215.29,3242.39 3217.47,3262.24 3210.18,3312.43 3206.59,3355.40 3204.64,3376.64;13.89;7484941112;highway.residential;0;origId;230411357
1.9;tram rail_urban rail rail_electric rail_fast ship;7484941112;230411357#1;1;3;3204.64,3376.64 3203.07,3393.72 3199.12,3421.65 3189.45,3439.67 3189.28,3456.35 3187.91,3465.77;13.89;2389189961;highway.residential;0;origId;230411357
1.9;tram rail_urban rail rail_electric rail_fast ship;2389189961;230411357#2;1;3;3187.91,3465.77 3186.48,3481.18 3186.96,3482.89 3189.72,3482.84 3196.02,3479.57 3204.23,3474.95 3210.00,3473.72 3216.76,3473.88;13.89;6194036044;highway.residential;0;origId;230411357
1.9;tram rail_urban rail rail_electric rail_fast ship;2389189944;230411358#0;1;3;3161.45,3597.52 3167.56,3563.88;13.89;cluster_2389189945_2389189957;highway.residential;0;origId;230411358
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389189945_2389189957;230411358#2;1;3;3171.40,3547.98 3194.17,3536.41 3203.85,3515.97 3206.96,3507.38 3219.42,3493.54 3221.64,3480.61 3216.99,3475.90 3216.76,3473.88;13.89;6194036044;highway.residential;0;origId;230411358
1.9;tram rail_urban rail rail_electric rail_fast ship;6194036044;230411358#3;1;3;;13.89;2389189951;highway.residential;0;origId;230411358
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389189945_2389189957;230411359#0;1;3;3171.40,3547.98 3162.09,3523.88 3155.00,3503.60 3147.93,3485.95 3148.88,3475.07 3157.63,3463.74;13.89;2389189956;highway.residential;0;origId;230411359
1.9;tram rail_urban rail rail_electric rail_fast ship;2389189956;230411359#1;1;3;;13.89;2389189961;highway.residential;0;origId;230411359
1.9;tram rail_urban rail rail_electric rail_fast ship;308772135;230411360;1;3;3127.24,3594.05 3167.56,3563.88;13.89;cluster_2389189945_2389189957;highway.residential;0;origId;230411360
1.9;tram rail_urban rail rail_electric rail_fast ship;308772136;230411361#1;1;3;;13.89;2389189958;highway.residential;0;origId;230411361
1.9;tram rail_urban rail rail_electric rail_fast ship;2389189956;230411362;1;3;3157.63,3463.74 3156.99,3454.44 3152.96,3446.23 3153.58,3430.39 3144.75,3424.18 3117.31,3420.64 3077.72,3404.71;13.89;2389190028;highway.residential;0;origId;230411362 230411381
1.9;tram rail_urban rail rail_electric rail_fast ship;308771031;230411363;1;3;;13.89;2389189966;highway.residential;0;origId;230411363
1.9;tram rail_urban rail rail_electric rail_fast ship;2629764018;230411364#0;1;3;3439.90,2915.94 3399.74,2909.86 3383.73,2909.40 3308.22,2907.77 3303.46,2907.16 3292.76,2907.63 3218.50,2910.88;13.89;cluster_2389189969_3633415020;highway.residential;0;origId;230411364
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389189969_3633415020;230411364#6;1;3;3195.56,2908.43 3182.96,2909.21 3172.61,2916.87;13.89;2389189971;highway.residential;0;origId;230411364
1.9;tram rail_urban rail rail_electric rail_fast ship;2389189971;230411364#7;1;3;3172.61,2916.87 3168.28,2931.86 3165.08,2939.60 3159.29,2944.72 3152.24,2946.58;13.89;6177899943;highway.residential;0;origId;230411364
1.9;tram rail_urban rail rail_electric rail_fast ship;6177899943;230411364#8;1;3;3152.24,2946.58 3144.12,2948.71 3130.87,2954.79 3118.78,2963.48 3111.92,2970.66 3103.54,2974.72 3091.50,2978.74 3085.80,2975.57;13.89;cluster_2389189981_2389190005;highway.residential;0;origId;230411364
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389189981_2389190005;230411368;1;3;3087.81,2972.66 2973.30,2971.74 2881.57,2971.02;13.89;2389190006;highway.residential;0;origId;230411368
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190008;230411369;1;3;2881.52,2977.76 2973.32,2976.78 3085.80,2975.57;13.89;cluster_2389189981_2389190005;highway.residential;0;origId;230411369
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190028;230411381;1;3;3077.72,3404.71 3117.31,3420.64 3144.75,3424.18 3153.58,3430.39 3152.96,3446.23 3156.99,3454.44 3157.63,3463.74;13.89;2389189956;highway.residential;0;origId;230411381 230411362
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190038;230411383#0;1;3;;13.89;7438207070;highway.residential;0;origId;230411383
1.9;tram rail_urban rail rail_electric rail_fast ship;7438207070;230411383#1;1;3;4135.70,3754.70 4135.01,3723.47 4135.16,3691.01 4133.46,3687.36 4129.26,3685.40 4129.05,3682.23 4133.24,3642.86;13.89;2389190101;highway.residential;0;origId;230411383
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190101;230411383#2;1;3;4133.24,3642.86 4132.58,3628.74;13.89;cluster_2389190044_2389190063;highway.residential;0;origId;230411383
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190048;230411384#0;1;3;4407.31,3442.09 4258.02,3469.03 4220.41,3492.23 4216.23,3499.11 4214.79,3506.13 4210.14,3511.04 4202.03,3513.45 4197.22,3514.74 4182.18,3537.50;13.89;2389190056;highway.residential;0;origId;230411384
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190056;230411384#1;1;3;4182.18,3537.50 4165.77,3544.02 4162.86,3547.23 4157.24,3552.14 4145.08,3556.21 4131.63,3555.70;13.89;cluster_2389190061_2389190062;highway.residential;0;origId;230411384
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389190061_2389190062;230411384#3;1;3;4123.28,3559.34 4123.51,3618.62;13.89;cluster_2389190044_2389190063;highway.residential;0;origId;230411384
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190064;230411385;1;3;4293.08,3585.80 4291.15,3576.45 4287.16,3572.40 4281.77,3572.14 4232.74,3574.50;13.89;2389190068;highway.residential;0;origId;230411385
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190069;230411386;1;3;;13.89;2389190070;highway.residential;0;origId;230411386
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190045;230411387#0;1;3;4153.56,3639.82 4157.33,3635.79 4168.13,3634.25;13.89;2389190072;highway.residential;0;origId;230411387
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190072;230411387#1;1;3;4168.13,3634.25 4171.94,3635.18 4178.67,3635.06 4185.41,3634.18 4192.95,3630.44 4197.80,3625.52 4198.17,3608.14;13.89;2389190078;highway.residential;0;origId;230411387
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190056;230411388;1;3;4182.18,3537.50 4214.86,3537.45 4230.78,3540.48 4258.99,3545.36;13.89;2389190081;highway.residential;0;origId;230411388
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190082;230411389;1;3;;13.89;2389190083;highway.residential;0;origId;230411389
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389190061_2389190062;230411390;1;3;4123.28,3559.34 4114.11,3558.51 4113.28,3539.35 4107.50,3528.78 4100.02,3509.61 4098.53,3502.64 4100.98,3468.88;13.89;2389190089;highway.residential;0;origId;230411390
1.9;tram rail_urban rail rail_electric rail_fast ship;459510377;230411391;1;3;4044.02,3417.94 4113.40,3421.11 4122.20,3421.60 4128.61,3421.66 4125.82,3375.31;13.89;2389190096;highway.residential;0;origId;230411391 230411394
1.9;tram rail_urban rail rail_electric rail_fast ship;459501915;230411392#0;1;3;;13.89;2389190096;highway.residential;0;origId;230411392
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190096;230411392#1;1;3;4125.82,3375.31 4147.19,3375.83 4148.54,3364.26 4148.37,3316.52 4140.27,3316.17 4140.28,3281.40;13.89;2389190094;highway.residential;0;origId;230411392 230411393
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190094;230411393;1;3;4140.28,3281.40 4140.27,3316.17 4148.37,3316.52 4148.54,3364.26 4147.19,3375.83 4125.82,3375.31;13.89;2389190096;highway.residential;0;origId;230411393 230411392
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190096;230411394;1;3;4125.82,3375.31 4128.61,3421.66 4122.20,3421.60 4113.40,3421.11 4044.02,3417.94;13.89;459510377;highway.residential;0;origId;230411394 230411391
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389190061_2389190062;230411395;1;3;4131.63,3555.70 4134.86,3518.58 4136.50,3491.20;13.89;2389190098;highway.residential;0;origId;230411395
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190072;230411396;1;3;4168.13,3634.25 4168.01,3612.96 4174.64,3611.49;13.89;2389190100;highway.residential;0;origId;230411396
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190101;230411397#0;1;3;4133.24,3642.86 4104.69,3643.18 4096.02,3656.91 3971.05,3663.48;13.89;7438207074;highway.residential;0;origId;230411397
1.9;tram rail_urban rail rail_electric rail_fast ship;7438207074;230411397#1;1;3;;13.89;2389190104;highway.residential;0;origId;230411397
1.9;tram rail_urban rail rail_electric rail_fast ship;459510381;230411398#0;1;3;;13.89;2389190108;highway.residential;0;origId;230411398
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190108;230411398#1;1;3;3992.52,3599.60 3960.46,3598.18;13.89;cluster_2389190106_2389190110;highway.residential;0;origId;230411398
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389190106_2389190110;230411398#3;1;3;3954.50,3599.07 3934.92,3601.13 3928.42,3594.69;13.89;2389190105;highway.residential;0;origId;230411398
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389190106_2389190110;230411399;1;3;3960.46,3598.18 3961.59,3627.14;13.89;2389190107;highway.residential;0;origId;230411399
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190108;230411400;1;3;;13.89;2389190109;highway.residential;0;origId;230411400
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389190106_2389190110;230411401;1;3;3954.50,3599.07 3950.78,3549.37;13.89;2389190111;highway.residential;0;origId;230411401
1.9;;1192534302;231524513;1;9;4916.85,2776.92 4897.52,2802.46 4813.54,2930.14 4788.01,2968.94 4727.82,3050.23 4639.71,3160.23 4610.39,3198.54 4585.97,3228.23 4583.37,3232.24;22.22;3643008800;highway.motorway_link;0;origId;231524513 359626595
1.9;tram rail_urban rail rail_electric rail_fast ship;263152682;231524908#0;1;10;3644.90,3294.54 3621.67,3293.63 3608.74,3295.16 3599.03,3296.55 3591.35,3297.66 3373.59,3326.94 3357.06,3327.91 3341.62,3328.70;22.22;cluster_264191653_7485257256;highway.tertiary;0;origId;231524908
1.9;tram rail_urban rail rail_electric rail_fast ship;310397568;231525751#0;1;4;4022.21,3165.15 4045.58,3228.91 4049.23,3257.14 4050.23,3263.67 4050.26,3315.54 4050.27,3340.48 4050.29,3373.43;13.89;459501915;highway.unclassified;0;origId;231525751
1.9;tram rail_urban rail rail_electric rail_fast ship;459501915;231525751#2;1;4;;13.89;459510377;highway.unclassified;0;origId;231525751
1.9;tram rail_urban rail rail_electric rail_fast ship;459510377;231525751#3;2;4;;13.89;7258689373;highway.unclassified;0;origId;231525751
1.9;tram rail_urban rail rail_electric rail_fast ship;459510377;231525751#3;2;4;;13.89;7258689373;highway.unclassified;1;origId;231525751
1.9;tram rail_urban rail rail_electric rail_fast ship;7258689373;231525751#4;1;4;4030.27,3468.51 4025.86,3526.54 4027.04,3545.29 4046.14,3593.64;13.89;459510381;highway.unclassified;0;origId;231525751
1.9;tram rail_urban rail rail_electric rail_fast ship;459510381;231525751#5;1;4;4046.14,3593.64 4072.47,3602.84 4106.72,3609.11 4123.51,3618.62;13.89;cluster_2389190044_2389190063;highway.unclassified;0;origId;231525751
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389190044_2389190063;231525751#7;1;4;4132.58,3628.74 4137.27,3635.63 4144.73,3638.76 4153.56,3639.82;13.89;2389190045;highway.unclassified;0;origId;231525751
1.9;tram rail_urban rail rail_electric rail_fast ship;2389190045;231525751#8;1;4;4153.56,3639.82 4157.18,3643.86 4169.93,3671.24 4199.19,3712.16;13.89;459515615;highway.unclassified;0;origId;231525751
1.9;tram rail_urban rail rail_electric rail_fast ship;2397356874;24354215;2;11;3618.36,2164.36 3639.07,2233.05 3662.12,2298.83 3667.46,2319.58 3663.33,2417.12 3655.84,2493.90 3648.87,2537.63 3644.12,2579.42 3640.58,2637.59 3638.79,2655.61 3646.84,2674.96;11.11;264191745;highway.secondary;0;origId;24354215
1.9;tram rail_urban rail rail_electric rail_fast ship;2397356874;24354215;2;11;3618.36,2164.36 3639.07,2233.05 3662.12,2298.83 3667.46,2319.58 3663.33,2417.12 3655.84,2493.90 3648.87,2537.63 3644.12,2579.42 3640.58,2637.59 3638.79,2655.61 3646.84,2674.96;11.11;264191745;highway.secondary;1;origId;24354215
1.9;tram rail_urban rail rail_electric rail_fast ship;7487905117;24531446#0;1;3;3359.16,3240.35 3259.58,3236.81 3227.19,3240.89;13.89;cluster_2389189938_7485275175;highway.residential;0;origId;24531446
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_2389189938_7485275175;24531446#2;1;3;3215.29,3242.39 3204.50,3243.75 3163.68,3244.28;13.89;7484374648;highway.residential;0;origId;24531446
1.9;tram rail_urban rail rail_electric rail_fast ship;7484374648;24531446#3;1;3;;13.89;308771031;highway.residential;0;origId;24531446
1.9;tram rail_urban rail rail_electric rail_fast ship;308771031;24531446#4;1;3;;13.89;308771034;highway.residential;0;origId;24531446
1.9;tram rail_urban rail rail_electric rail_fast ship;308771034;24531446#5;1;3;;13.89;308771037;highway.residential;0;origId;24531446
1.9;tram rail_urban rail rail_electric rail_fast ship;681318811;24566729#0;1;3;3541.59,2462.03 3520.43,2494.34 3516.51,2521.95 3498.61,2647.96 3495.93,2666.86 3545.90,2668.94;8.33;264191657;highway.residential;0;origId;24566729
1.9;tram rail_urban rail rail_electric rail_fast ship;292571010;256682036;1;10;3958.21,3164.01 3946.75,3150.01 3928.99,3112.56 3884.56,3018.83 3872.46,2965.19 3870.64,2957.15 3870.17,2952.52 3862.38,2894.49 3856.17,2892.80 3799.87,2896.07 3795.14,2892.62 3797.82,2726.73 3797.90,2718.54;22.22;961479936;highway.tertiary;0;origId;256682036
1.9;tram rail_urban rail rail_electric rail_fast ship;2398962980;256682037;1;10;3895.87,3252.99 3910.93,3243.98 3927.60,3229.04 3935.15,3217.76 3946.56,3191.17 3958.21,3164.01;22.22;292571010;highway.tertiary;0;origId;256682037 589691606
1.9;tram rail_urban rail rail_electric rail_fast ship;961479936;256682038#0;1;11;3797.90,2718.54 3840.64,2717.01 3879.55,2716.04 3914.03,2714.97 3999.03,2713.75 4044.92,2713.24 4088.46,2713.05 4129.01,2712.61 4132.84,2712.57 4135.87,2712.44;11.11;3643007690;highway.secondary;0;origId;256682038
1.9;tram rail_urban rail rail_electric rail_fast ship;263152682;26676549#0;1;10;3644.73,3296.13 3718.21,3284.12 3720.93,3283.61 3878.69,3259.81 3895.87,3252.99;22.22;2398962980;highway.tertiary;0;origId;26676549
1.9;tram rail_urban rail rail_electric rail_fast ship;308771037;28109759;1;10;3086.01,3292.23 3002.48,3292.19 2971.41,3291.60 2929.41,3293.72 2876.87,3295.54 2856.94,3306.65 2840.28,3314.65 2828.93,3318.63 2816.18,3323.09 2806.10,3323.71 2782.31,3325.08 2769.23,3323.79 2757.83,3322.67 2745.28,3323.05 2734.07,3323.39 2694.68,3328.78 2686.38,3329.52 2645.76,3333.13 2636.41,3329.14 2633.09,3324.01 2629.74,3310.79 2626.73,3292.61 2621.64,3261.98 2615.50,3224.97 2604.66,3191.41 2599.15,3174.33 2597.40,3168.93 2589.24,3145.69 2589.16,3119.87 2587.28,3109.57 2585.71,3097.42 2579.82,3065.00 2579.87,3060.22 2579.99,3048.33 2577.95,3043.06 2538.22,2940.44 2527.14,2930.13 2510.43,2922.55 2504.17,2926.44 2385.19,2951.83 2379.92,2951.43 2367.68,2943.43 2354.28,2912.13 2352.10,2907.03 2344.12,2879.73 2334.40,2846.41 2332.24,2840.47 2323.69,2819.68 2318.88,2814.58 2312.93,2808.31 2295.43,2796.19 2281.66,2775.67 2272.74,2753.42 2264.62,2733.15 2251.65,2700.85 2238.02,2666.84 2228.79,2657.48 2160.07,2631.76 2131.41,2618.36 2097.82,2598.04 2050.90,2567.96 1947.11,2501.42 1917.80,2482.63;22.22;292571018;highway.tertiary;0;origId;28109759
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_264191653_7485257256;28109868#0;1;10;3340.75,3337.77 3331.06,3409.64 3321.63,3442.41 3309.13,3485.81 3285.53,3522.50 3279.39,3547.45 3269.10,3558.67;22.22;6196918646;highway.tertiary;0;origId;28109868
1.9;tram rail_urban rail rail_electric rail_fast ship;6196918646;28109868#2;1;10;3269.10,3558.67 3264.34,3563.88 3245.01,3584.08 3214.43,3599.48;22.22;cluster_308771859_308772132;highway.tertiary;0;origId;28109868
1.9;tram rail_urban rail rail_electric rail_fast ship;292571010;28263624#0;1;4;3958.21,3164.01 3985.91,3164.51 4022.21,3165.15;13.89;310397568;highway.unclassified;0;origId;28263624
1.9;tram rail_urban rail rail_electric rail_fast ship;263152669;312061905#0;1;10;4049.96,3845.26 3941.09,3714.77 3930.85,3705.97 3917.89,3698.82 3902.71,3692.85 3869.25,3683.04 3819.65,3668.51 3714.69,3637.75 3706.30,3635.29 3695.01,3631.00 3688.56,3626.00 3683.23,3619.86 3681.64,3616.75 3679.26,3612.11 3665.30,3458.60;22.22;2398956407;highway.tertiary;0;origId;312061905
1.9;tram rail_urban rail rail_electric rail_fast ship;2398956407;312061905#2;1;10;3665.30,3458.60 3653.43,3315.94 3644.73,3296.13;22.22;263152682;highway.tertiary;0;origId;312061905
1.9;tram rail_urban rail rail_electric rail_fast ship;308769723;348244562#0;1;10;4221.36,2554.95 4227.80,2705.40 4230.50,2711.62;22.22;3689018733;highway.tertiary;0;origId;348244562
1.9;tram rail_urban rail rail_electric rail_fast ship;3689018733;348244562#2;1;10;;22.22;6888390049;highway.tertiary;0;origId;348244562
1.9;tram rail_urban rail rail_electric rail_fast ship;3633415027;358416651;1;3;;13.89;3633415026;highway.residential;0;origId;358416651
1.9;pedestrian bicycle tram rail_urban rail rail_electric rail_fast ship;1614219921;359626596;2;13;4982.55,2735.64 4927.91,2806.24 4856.73,2900.23 4806.19,2966.87 4749.70,3028.47 4305.18,3594.33 4224.95,3690.94 4077.02,3877.08 4073.80,3880.94;22.22;1698688818;highway.trunk;0;origId;359626596 103269873
1.9;pedestrian bicycle tram rail_urban rail rail_electric rail_fast ship;1614219921;359626596;2;13;4982.55,2735.64 4927.91,2806.24 4856.73,2900.23 4806.19,2966.87 4749.70,3028.47 4305.18,3594.33 4224.95,3690.94 4077.02,3877.08 4073.80,3880.94;22.22;1698688818;highway.trunk;1;origId;359626596 103269873
1.9;;3643008800;359626602;2;9;4583.37,3232.24 4579.25,3236.82 4543.49,3285.37 4522.23,3312.37 4486.19,3360.34 4439.01,3420.42;22.22;3643008793;highway.motorway_link;0;origId;359626602 359626605
1.9;;3643008800;359626602;2;9;4583.37,3232.24 4579.25,3236.82 4543.49,3285.37 4522.23,3312.37 4486.19,3360.34 4439.01,3420.42;22.22;3643008793;highway.motorway_link;1;origId;359626602 359626605
1.9;tram rail_urban rail rail_electric rail_fast ship;264191745;364872807#0;1;11;3646.84,2674.96 3656.53,2675.35 3664.35,2678.25 3669.04,2679.20 3709.95,2695.14 3750.06,2709.99 3770.64,2717.62 3797.90,2718.54;11.11;961479936;highway.secondary;0;origId;364872807
1.9;tram rail_urban rail rail_electric rail_fast ship;7484941094;372785406#1;1;3;3109.76,3649.60 3107.20,3676.78 3104.38,3689.00;13.89;cluster_7484166875_7484941118;highway.residential;0;origId;372785406
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_7484166875_7484941118;372785406#3;1;3;3101.74,3700.45 3095.34,3728.25 3089.92,3745.44;13.89;7484166871;highway.residential;0;origId;372785406
1.9;tram rail_urban rail rail_electric rail_fast ship;7484166871;372785406#4;1;3;3089.92,3745.44 3086.54,3756.18 3082.66,3768.45 3077.17,3780.98 3071.63,3793.59 3064.19,3810.54 3062.77,3815.33 3055.86,3838.72 3051.43,3867.55 3041.35,3930.28 3029.22,3954.91 3023.70,3966.12 3012.76,3996.43 3003.90,4012.52 3001.68,4019.90 2999.82,4029.32 2992.15,4077.79 2989.81,4096.84 2990.49,4116.09 2993.16,4153.91 2996.67,4187.44 2985.87,4203.51 2975.71,4219.80 2961.35,4242.75 2955.69,4249.93;13.89;3763329341;highway.residential;0;origId;372785406
1.9;;3643008808;38321920;2;9;4254.43,2714.95 4280.49,2714.36 4341.19,2717.74 4376.12,2723.73 4404.66,2728.95 4441.94,2739.65 4526.30,2771.92 4724.75,2875.03;22.22;452480809;highway.motorway_link;0;origId;38321920
1.9;;3643008808;38321920;2;9;4254.43,2714.95 4280.49,2714.36 4341.19,2717.74 4376.12,2723.73 4404.66,2728.95 4441.94,2739.65 4526.30,2771.92 4724.75,2875.03;22.22;452480809;highway.motorway_link;1;origId;38321920
1.9;tram rail_urban rail rail_electric rail_fast ship;459515912;38753429#1;1;4;4869.87,3723.52 4828.46,3739.06 4795.01,3746.28;13.89;459516947;highway.unclassified;0;origId;38753429
1.9;tram rail_urban rail rail_electric rail_fast ship;6758764587;38753429#10;1;4;4422.80,3793.84 4391.66,3795.39 4365.63,3796.68 4341.02,3783.42 4312.18,3758.53 4306.17,3758.98;13.89;6877025790;highway.unclassified;0;origId;38753429
1.9;tram rail_urban rail rail_electric rail_fast ship;6877025790;38753429#11;1;4;;13.89;7438744726;highway.unclassified;0;origId;38753429
1.9;tram rail_urban rail rail_electric rail_fast ship;7438744726;38753429#12;1;4;;13.89;459515906;highway.unclassified;0;origId;38753429
1.9;tram rail_urban rail rail_electric rail_fast ship;459516947;38753429#2;1;4;;13.89;7438345326;highway.unclassified;0;origId;38753429
1.9;tram rail_urban rail rail_electric rail_fast ship;7438345326;38753429#3;1;4;;13.89;6137861590;highway.unclassified;0;origId;38753429
1.9;tram rail_urban rail rail_electric rail_fast ship;6137861590;38753429#4;1;4;4737.44,3759.21 4704.87,3766.16;13.89;cluster_459515919_6894725291;highway.unclassified;0;origId;38753429
1.9;tram rail_urban rail rail_electric rail_fast ship;cluster_459515919_6894725291;38753429#6;1;4;4694.41,3768.88 4647.47,3774.88;13.89;459516948;highway.unclassified;0;origId;38753429
1.9;tram rail_urban rail rail_electric rail_fast ship;459516948;38753429#7;1;4;;13.89;459516950;highway.unclassified;0;origId;38753429
1.9;tram rail_urban rail rail_electric rail_fast ship;459516950;38753429#8;1;4;4620.59,3780.77 4596.26,3785.25 4566.23,3786.74 4539.01,3788.08;13.89;7438345168;highway.unclassified;0;origId;38753429
1.9;tram rail_urban rail rail_electric rail_fast ship;7438345168;38753429#9;1;4;;13.89;6758764587;highway.unclassified;0;origId;38753429
1.9;pedestrian bicycle tram rail_urban rail rail_electric rail_fast ship;1603379719;38753432#0;2;13;4086.50,3895.33 4094.56,3885.16 4167.87,3792.73 4192.09,3762.18 4517.74,3351.55 4627.33,3219.27 4655.72,3182.28 4736.19,3077.40 4754.06,3055.06 4803.77,2996.23 4874.87,2911.98 4909.84,2871.17 4929.15,2848.63 4975.43,2781.68 5160.88,2544.20 5245.92,2434.09 5295.63,2379.78 5317.40,2352.84 5388.00,2255.16 5391.21,2250.71 5439.90,2178.87 5480.91,2121.67 5530.29,2057.93 5589.81,1981.30 5627.50,1929.64 5653.55,1885.31 5684.85,1818.57 5734.98,1688.54 5755.26,1634.21 5784.58,1555.70 5829.47,1435.57 5840.24,1406.64 5852.44,1370.96 5880.96,1279.25 5907.81,1192.46 5933.78,1109.89 5964.64,1014.34 5986.24,942.97 6004.00,888.32 6029.75,814.86 6043.42,779.67 6056.81,747.05 6085.97,684.78 6115.88,629.67 6148.20,567.56 6174.93,523.78 6199.24,487.82 6241.55,430.68 6272.93,392.08 6315.52,342.20 6394.34,257.44 6573.89,66.90 6637.93,0.00;22.22;5018297495;highway.trunk;0;origId;38753432
1.9;pedestrian bicycle tram rail_urban rail rail_electric rail_fast ship;1603379719;38753432#0;2;13;4086.50,3895.33 4094.56,3885.16 4167.87,3792.73 4192.09,3762.18 4517.74,3351.55 4627.33,3219.27 4655.72,3182.28 4736.19,3077.40 4754.06,3055.06 4803.77,2996.23 4874.87,2911.98 4909.84,2871.17 4929.15,2848.63 4975.43,2781.68 5160.88,2544.20 5245.92,2434.09 5295.63,2379.78 5317.40,2352.84 5388.00,2255.16 5391.21,2250.71 5439.90,2178.87 5480.91,2121.67 5530.29,2057.93 5589.81,1981.30 5627.50,1929.64 5653.55,1885.31 5684.85,1818.57 5734.98,1688.54 5755.26,1634.21 5784.58,1555.70 5829.47,1435.57 5840.24,1406.64 5852.44,1370.96 5880.96,1279.25 5907.81,1192.46 5933.78,1109.89 5964.64,1014.34 5986.24,942.97 6004.00,888.32 6029.75,814.86 6043.42,779.67 6056.81,747.05 6085.97,684.78 6115.88,629.67 6148.20,567.56 6174.93,523.78 6199.24,487.82 6241.55,430.68 6272.93,392.08 6315.52,342.20 6394.34,257.44 6573.89,66.90 6637.93,0.00;22.22;5018297495;highway.trunk;1;origId;38753432
1.9;tram rail_urban rail rail_electric rail_fast ship;264191657;38754302;1;10;;11.11;264191745;highway.tertiary;0;origId;38754302
1.9;tram rail_urban rail rail_electric rail_fast ship;459515906;38754833#0;1;4;4202.14,3766.66 4245.27,3713.07 4280.07,3679.16;11.11;459516978;highway.unclassified;0;origId;38754833
1.9;tram rail_urban rail rail_electric rail_fast ship;459516978;38754833#1;1;4;4280.07,3679.16 4291.69,3664.24 4315.51,3624.35 4322.24,3615.82 4389.28,3530.79 4402.19,3514.57 4527.85,3356.69;11.11;cluster_459515935_459516959;highway.unclassified;0;origId;38754833
1.9;tram rail_urban rail rail_electric rail_fast ship;459515934;38754833#10;1;4;4746.24,3077.53 4759.67,3066.11 4788.58,3038.86 4801.46,3024.52 4824.93,2987.87 4845.36,2963.47;11.11;459516935;highway.unclassified;0;origId;38754833
